"t0","order_of_test","time_start_battery","order_in_test","order","no_grids","grid1","grid2","grid3","grid4","grid5","grid6","grid7","grid8","pres_grid","correct","response_time","ID","time","t0_absolute","Woman","SD"
1449242499295,1,119959,9,9,7,8,13,1,5,3,10,4,NA,"3,5",1,1.581,"222",3,NA,1,"Sleep Deprivation"
1449242499295,1,132197,10,10,7,11,4,8,6,9,12,7,NA,"14,4",1,1.397,"222",3,NA,1,"Sleep Deprivation"
1450388528515,5,592760,1,1,7,14,13,16,12,15,5,7,NA,"10,3",1,1.845,"223",0,NA,0,"Control"
1450388528515,5,606843,2,2,7,6,10,16,11,2,9,7,NA,"2,5",1,3.214,"223",0,NA,0,"Control"
1450388528515,5,619043,3,3,7,9,14,4,16,5,2,6,NA,"5,5",0,1.35,"223",0,NA,0,"Control"
1450388528515,5,631260,4,4,7,12,11,5,14,13,1,2,NA,"7,4",1,1.371,"223",0,NA,0,"Control"
1450388528515,5,643314,5,5,7,7,5,8,13,12,2,6,NA,"8,3",0,1.206,"223",0,NA,0,"Control"
1450388528515,5,655537,6,6,7,14,12,9,13,7,5,2,NA,"7,2",1,1.38,"223",0,NA,0,"Control"
1450388528515,5,668446,7,7,7,4,10,13,2,7,16,15,NA,"10,6",1,2.063,"223",0,NA,0,"Control"
1450388528515,5,681013,8,8,7,8,3,1,14,2,9,4,NA,"1,3",1,1.721,"223",0,NA,0,"Control"
1450388528515,5,692884,9,9,7,11,12,6,10,3,13,15,NA,"12,2",1,1.024,"223",0,NA,0,"Control"
1450388528515,5,704697,10,10,7,5,3,13,12,2,1,11,NA,"3,2",1,0.955,"223",0,NA,0,"Control"
1450422241091,4,439027,1,1,7,4,10,5,2,16,13,14,NA,"12,7",1,3.84,"223",1,NA,0,"Control"
1450422241091,4,451398,2,2,7,4,10,3,14,6,1,11,NA,"1,6",1,1.516,"223",1,NA,0,"Control"
1450422241091,4,469475,3,3,7,14,12,8,4,7,13,6,NA,"7,5",1,7.23,"223",1,NA,0,"Control"
1450422241091,4,482092,4,4,7,4,5,10,7,13,8,15,NA,"7,4",1,1.769,"223",1,NA,0,"Control"
1450422241091,4,494291,5,5,7,11,5,3,2,8,14,7,NA,"15,4",1,1.329,"223",1,NA,0,"Control"
1450422241091,4,506289,6,6,7,12,10,5,11,8,9,1,NA,"5,3",1,1.146,"223",1,NA,0,"Control"
1450422241091,4,517943,7,7,7,13,2,14,15,10,12,11,NA,"9,5",0,0.8,"223",1,NA,0,"Control"
1450422241091,4,530276,8,8,7,9,15,12,2,4,5,7,NA,"15,2",1,1.484,"223",1,NA,0,"Control"
1450422241091,4,546195,9,9,7,1,14,5,11,4,3,10,NA,"15,1",0,5.072,"223",1,NA,0,"Control"
1450422241091,4,558233,10,10,7,3,2,16,9,10,12,11,NA,"6,1",1,1.182,"223",1,NA,0,"Control"
1450438447896,1,17902,1,1,7,15,14,4,2,3,7,8,NA,"3,5",1,1.387,"223",2,NA,0,"Control"
1450438447896,1,30636,2,2,7,14,5,3,1,7,15,8,NA,"1,7",1,1.879,"223",2,NA,0,"Control"
1450438447896,1,43730,3,3,7,15,10,9,1,7,11,6,NA,"8,4",1,2.244,"223",2,NA,0,"Control"
1450438447896,1,55903,4,4,7,12,9,8,2,3,11,15,NA,"16,5",1,1.323,"223",2,NA,0,"Control"
1450438447896,1,67820,5,5,7,16,14,4,15,1,7,6,NA,"16,2",0,1.063,"223",2,NA,0,"Control"
1450438447896,1,81955,6,6,7,6,9,16,11,5,3,15,NA,"5,6",1,3.289,"223",2,NA,0,"Control"
1450438447896,1,94441,7,7,7,10,6,16,13,12,8,4,NA,"6,2",1,1.644,"223",2,NA,0,"Control"
1450438447896,1,106557,8,8,7,7,9,10,12,3,13,5,NA,"11,4",1,1.263,"223",2,NA,0,"Control"
1450438447896,1,119308,9,9,7,15,11,12,8,3,6,16,NA,"3,5",1,1.903,"223",2,NA,0,"Control"
1450438447896,1,131114,10,10,7,14,15,2,3,9,13,11,NA,"15,2",1,0.959,"223",2,NA,0,"Control"
1450453801175,4,423066,1,1,7,5,10,16,14,7,11,1,NA,"10,2",1,1.14,"223",3,NA,0,"Control"
1450453801175,4,435227,2,2,7,12,5,11,14,6,1,15,NA,"1,6",1,1.311,"223",3,NA,0,"Control"
1450453801175,4,449535,3,3,7,16,1,11,5,4,6,9,NA,"5,4",1,3.453,"223",3,NA,0,"Control"
1450453801175,4,462213,4,4,7,11,15,5,1,2,16,12,NA,"12,7",1,1.83,"223",3,NA,0,"Control"
1450453801175,4,474189,5,5,7,16,9,8,13,11,5,6,NA,"16,5",1,1.122,"223",3,NA,0,"Control"
1450453801175,4,487840,6,6,7,10,2,13,16,8,6,3,NA,"10,1",1,2.808,"223",3,NA,0,"Control"
1450453801175,4,499239,7,7,7,10,3,8,5,11,6,1,NA,"6,6",1,0.55,"223",3,NA,0,"Control"
1450453801175,4,511124,8,8,7,4,7,10,1,14,9,16,NA,"9,6",1,1.033,"223",3,NA,0,"Control"
1450453801175,4,523207,9,9,7,10,14,9,12,6,1,5,NA,"9,3",1,1.237,"223",3,NA,0,"Control"
1450453801175,4,535495,10,10,7,1,10,15,2,6,4,3,NA,"15,7",1,1.441,"223",3,NA,0,"Control"
1450386268058,5,536530,1,1,7,2,14,5,16,13,10,15,NA,"15,7",1,1.598,"224",0,NA,0,"Control"
1450386268058,5,552047,2,2,7,12,16,13,6,7,8,5,NA,"5,7",1,4.615,"224",0,NA,0,"Control"
1450386268058,5,564853,3,3,7,5,8,15,6,9,4,14,NA,"13,2",1,1.911,"224",0,NA,0,"Control"
1450386268058,5,577504,4,4,7,3,16,2,6,15,4,11,NA,"5,1",1,1.711,"224",0,NA,0,"Control"
1450386268058,5,589794,5,5,7,6,8,9,5,12,16,11,NA,"16,6",1,1.397,"224",0,NA,0,"Control"
1450386268058,5,602028,6,6,7,7,6,8,5,11,9,10,NA,"11,6",0,1.263,"224",0,NA,0,"Control"
1450386268058,5,614093,7,7,7,9,10,13,2,15,5,7,NA,"9,1",1,1.176,"224",0,NA,0,"Control"
1450386268058,5,628126,8,8,7,14,6,3,5,10,1,4,NA,"15,1",1,1.439,"224",0,NA,0,"Control"
1450386268058,5,640235,9,9,7,5,9,1,4,12,13,10,NA,"13,6",1,1.158,"224",0,NA,0,"Control"
1450386268058,5,652351,10,10,7,16,4,11,2,1,8,10,NA,"10,6",1,1.198,"224",0,NA,0,"Control"
1450423399716,3,299106,1,1,7,6,5,11,14,12,13,10,NA,"12,1",1,1.429,"224",1,NA,0,"Control"
1450423399716,3,311654,2,2,7,12,8,13,6,16,5,11,NA,"6,4",0,1.64,"224",1,NA,0,"Control"
1450423399716,3,323780,3,3,7,2,8,5,11,13,4,15,NA,"4,6",1,1.219,"224",1,NA,0,"Control"
1450423399716,3,339481,4,4,7,2,7,16,12,10,4,9,NA,"16,3",0,4.791,"224",1,NA,0,"Control"
1450423399716,3,351822,5,5,7,13,9,3,14,15,6,4,NA,"10,1",1,1.464,"224",1,NA,0,"Control"
1450423399716,3,364122,6,6,7,11,12,7,13,5,15,14,NA,"4,4",1,1.362,"224",1,NA,0,"Control"
1450423399716,3,376474,7,7,7,9,6,11,14,7,5,13,NA,"9,1",1,1.399,"224",1,NA,0,"Control"
1450423399716,3,388762,8,8,7,4,13,1,16,7,10,11,NA,"1,3",1,1.345,"224",1,NA,0,"Control"
1450423399716,3,400920,9,9,7,12,15,8,6,16,10,2,NA,"13,1",1,1.277,"224",1,NA,0,"Control"
1450423399716,3,413989,10,10,7,13,8,5,3,15,10,16,NA,"10,6",0,2.117,"224",1,NA,0,"Control"
1450438371523,2,142176,1,1,7,7,3,6,9,11,13,14,NA,"10,4",1,6.322,"224",2,NA,0,"Control"
1450438371523,2,154347,2,2,7,9,1,10,6,8,16,3,NA,"11,7",1,1.272,"224",2,NA,0,"Control"
1450438371523,2,166777,3,3,7,3,8,2,1,5,6,4,NA,"5,5",1,1.527,"224",2,NA,0,"Control"
1450438371523,2,180646,4,4,7,8,10,6,9,11,12,15,NA,"10,6",1,2.858,"224",2,NA,0,"Control"
1450438371523,2,192551,5,5,7,15,2,14,10,9,4,11,NA,"15,1",1,1.008,"224",2,NA,0,"Control"
1450438371523,2,207103,6,6,7,10,11,4,13,8,3,9,NA,"13,4",1,3.658,"224",2,NA,0,"Control"
1450438371523,2,222007,7,7,7,9,2,8,3,6,12,5,NA,"6,5",0,4.006,"224",2,NA,0,"Control"
1450438371523,2,234486,8,8,7,4,6,14,8,15,12,5,NA,"3,3",1,1.558,"224",2,NA,0,"Control"
1450438371523,2,246654,9,9,7,14,4,3,11,10,15,2,NA,"8,7",1,1.265,"224",2,NA,0,"Control"
1450438371523,2,258724,10,10,7,15,8,7,12,5,10,11,NA,"6,6",1,1.146,"224",2,NA,0,"Control"
1450452656091,5,523854,1,1,7,7,15,6,14,3,10,9,NA,"5,2",1,3.197,"224",3,NA,0,"Control"
1450452656091,5,536668,2,2,7,14,8,6,4,5,11,13,NA,"8,2",1,1.902,"224",3,NA,0,"Control"
1450452656091,5,548713,3,3,7,3,4,14,1,6,5,7,NA,"12,5",1,1.138,"224",3,NA,0,"Control"
1450452656091,5,560820,4,4,7,14,2,1,10,6,12,4,NA,"14,1",1,1.172,"224",3,NA,0,"Control"
1450452656091,5,578427,5,5,7,8,4,14,5,1,13,3,NA,"15,4",0,6.72,"224",3,NA,0,"Control"
1450452656091,5,590499,6,6,7,4,16,1,8,10,11,5,NA,"4,1",1,1.179,"224",3,NA,0,"Control"
1450452656091,5,602448,7,7,7,1,16,6,14,7,8,5,NA,"1,1",1,1.045,"224",3,NA,0,"Control"
1450452656091,5,615124,8,8,7,5,16,7,10,8,11,15,NA,"1,7",1,1.762,"224",3,NA,0,"Control"
1450452656091,5,630996,9,9,7,5,14,10,15,11,1,13,NA,"11,5",1,4.979,"224",3,NA,0,"Control"
1450452656091,5,642899,10,10,7,7,5,2,4,13,1,3,NA,"3,7",1,0.972,"224",3,NA,0,"Control"
1450737061409,5,530050,1,1,7,6,13,14,2,3,16,8,NA,"2,7",1,1.56,"228",1,NA,1,"Sleep Deprivation"
1450737061409,5,542552,2,2,7,6,14,16,8,9,4,5,NA,"6,6",1,1.661,"228",1,NA,1,"Sleep Deprivation"
1450737061409,5,554835,3,3,7,5,6,4,14,15,7,8,NA,"4,4",0,1.442,"228",1,NA,1,"Sleep Deprivation"
1450737061409,5,567218,4,4,7,1,8,16,2,12,11,6,NA,"8,2",1,1.545,"228",1,NA,1,"Sleep Deprivation"
1450737061409,5,579720,5,5,7,13,11,6,8,2,9,7,NA,"9,6",1,1.655,"228",1,NA,1,"Sleep Deprivation"
1450737061409,5,592338,6,6,7,9,1,15,5,2,13,10,NA,"4,3",1,1.778,"228",1,NA,1,"Sleep Deprivation"
1450737061409,5,607438,7,7,7,11,2,5,8,6,14,15,NA,"11,1",1,4.263,"228",1,NA,1,"Sleep Deprivation"
1450737061409,5,619539,8,8,7,7,6,2,12,13,8,4,NA,"2,3",1,1.252,"228",1,NA,1,"Sleep Deprivation"
1450737061409,5,631726,9,9,7,7,16,8,12,11,9,6,NA,"6,7",1,1.343,"228",1,NA,1,"Sleep Deprivation"
1450737061409,5,644241,10,10,7,4,16,8,9,11,14,1,NA,"9,4",1,1.671,"228",1,NA,1,"Sleep Deprivation"
1450764313369,4,390130,1,1,7,8,12,10,2,4,1,6,NA,"16,5",1,2.021,"228",2,NA,1,"Sleep Deprivation"
1450764313369,4,402329,2,2,7,8,14,6,5,16,1,7,NA,"6,3",1,1.362,"228",2,NA,1,"Sleep Deprivation"
1450764313369,4,414947,3,3,7,8,16,14,11,12,10,4,NA,"16,3",0,1.78,"228",2,NA,1,"Sleep Deprivation"
1450764313369,4,426581,4,4,7,3,2,4,11,6,16,10,NA,"16,6",0,0.796,"228",2,NA,1,"Sleep Deprivation"
1450764313369,4,446548,5,5,7,7,6,3,10,9,1,12,NA,"10,4",0,9.124,"228",2,NA,1,"Sleep Deprivation"
1450764313369,4,458182,6,6,7,13,11,9,5,10,14,7,NA,"10,6",1,0.794,"228",2,NA,1,"Sleep Deprivation"
1450764313369,4,470051,7,7,7,6,9,1,15,7,3,16,NA,"9,2",1,1.037,"228",2,NA,1,"Sleep Deprivation"
1450764313369,4,482084,8,8,7,6,10,9,5,15,12,14,NA,"14,7",1,1.197,"228",2,NA,1,"Sleep Deprivation"
1450764313369,4,494135,9,9,7,7,12,14,6,16,11,8,NA,"3,7",1,1.215,"228",2,NA,1,"Sleep Deprivation"
1450764313369,4,506335,10,10,7,10,9,16,1,12,3,2,NA,"3,6",1,1.361,"228",2,NA,1,"Sleep Deprivation"
1450784052328,1,17838,1,1,7,5,1,9,15,11,8,7,NA,"4,5",1,1.316,"228",3,NA,1,"Sleep Deprivation"
1450784052328,1,30012,2,2,7,4,12,11,5,16,1,7,NA,"13,7",1,1.319,"228",3,NA,1,"Sleep Deprivation"
1450784052328,1,41936,3,3,7,8,7,12,4,1,2,11,NA,"9,5",1,1.082,"228",3,NA,1,"Sleep Deprivation"
1450784052328,1,53880,4,4,7,1,12,7,13,14,11,5,NA,"5,7",1,1.104,"228",3,NA,1,"Sleep Deprivation"
1450784052328,1,66547,5,5,7,12,10,8,11,9,3,14,NA,"7,1",0,1.425,"228",3,NA,1,"Sleep Deprivation"
1450784052328,1,79815,6,6,7,13,16,4,6,8,7,15,NA,"16,4",1,2.431,"228",3,NA,1,"Sleep Deprivation"
1450784052328,1,94500,7,7,7,10,4,13,2,15,11,14,NA,"8,4",1,3.836,"228",3,NA,1,"Sleep Deprivation"
1450784052328,1,106383,8,8,7,16,9,4,3,13,1,5,NA,"1,6",1,1.04,"228",3,NA,1,"Sleep Deprivation"
1450784052328,1,119036,9,9,7,7,9,11,13,10,14,6,NA,"6,2",1,1.809,"228",3,NA,1,"Sleep Deprivation"
1450784052328,1,131104,10,10,7,14,7,9,6,11,16,12,NA,"6,4",1,1.228,"228",3,NA,1,"Sleep Deprivation"
1450797419236,3,270889,1,1,7,12,6,16,3,15,14,9,NA,"15,5",1,1.232,"229",0,NA,1,"Sleep Deprivation"
1450797419236,3,284470,2,2,7,15,8,10,16,12,7,2,NA,"8,2",1,2.743,"229",0,NA,1,"Sleep Deprivation"
1450797419236,3,297873,3,3,7,3,4,9,7,2,8,16,NA,"7,4",1,2.561,"229",0,NA,1,"Sleep Deprivation"
1450797419236,3,310174,4,4,7,2,7,16,8,11,5,14,NA,"5,3",1,1.46,"229",0,NA,1,"Sleep Deprivation"
1450797419236,3,323340,5,5,7,11,3,4,2,9,14,10,NA,"14,4",1,2.325,"229",0,NA,1,"Sleep Deprivation"
1450797419236,3,335524,6,6,7,8,9,1,13,3,2,11,NA,"8,1",0,1.348,"229",0,NA,1,"Sleep Deprivation"
1450797419236,3,347707,7,7,7,7,6,10,9,14,12,13,NA,"8,4",1,1.346,"229",0,NA,1,"Sleep Deprivation"
1450797419236,3,359591,8,8,7,8,4,1,15,12,11,5,NA,"8,1",1,1.049,"229",0,NA,1,"Sleep Deprivation"
1450797419236,3,371959,9,9,7,8,11,1,15,12,5,10,NA,"1,3",1,1.53,"229",0,NA,1,"Sleep Deprivation"
1450797419236,3,383313,10,10,7,16,1,3,15,11,14,8,NA,"14,6",0,0.517,"229",0,NA,1,"Sleep Deprivation"
1450472872027,3,309817,1,1,7,4,8,11,16,13,9,2,NA,"5,5",1,1.575,"229",2,NA,0,"Control"
1450472872027,3,323522,2,2,7,7,14,8,1,3,6,16,NA,"8,4",1,2.841,"229",2,NA,0,"Control"
1450472872027,3,335847,3,3,7,15,6,9,7,16,11,10,NA,"5,4",1,1.475,"229",2,NA,0,"Control"
1450472872027,3,348407,4,4,7,2,7,10,16,1,15,13,NA,"5,7",1,1.705,"229",2,NA,0,"Control"
1450472872027,3,360563,5,5,7,2,3,11,9,13,4,10,NA,"3,2",1,1.31,"229",2,NA,0,"Control"
1450472872027,3,377905,6,6,7,12,14,2,8,4,13,6,NA,"4,5",0,6.497,"229",2,NA,0,"Control"
1450472872027,3,390313,7,7,7,9,3,2,10,8,6,11,NA,"9,3",1,1.552,"229",2,NA,0,"Control"
1450472872027,3,402314,8,8,7,13,10,2,3,7,16,5,NA,"13,1",1,1.158,"229",2,NA,0,"Control"
1450472872027,3,414597,9,9,7,13,9,7,4,10,11,6,NA,"9,5",1,1.43,"229",2,NA,0,"Control"
1450472872027,3,427114,10,10,7,14,15,13,3,4,2,9,NA,"3,4",0,1.671,"229",2,NA,0,"Control"
1450524805354,1,17661,1,1,7,1,15,12,6,5,14,9,NA,"15,2",1,1.159,"229",3,NA,0,"Control"
1450524805354,1,29792,2,2,7,16,6,5,7,1,10,13,NA,"4,3",1,1.267,"229",3,NA,0,"Control"
1450524805354,1,41826,3,3,7,15,6,14,2,11,13,5,NA,"6,2",1,1.183,"229",3,NA,0,"Control"
1450524805354,1,55332,4,4,7,14,7,12,11,10,16,9,NA,"12,3",1,2.651,"229",3,NA,0,"Control"
1450524805354,1,67326,5,5,7,15,4,12,6,13,1,7,NA,"15,1",1,1.145,"229",3,NA,0,"Control"
1450524805354,1,79257,6,6,7,4,6,8,14,13,15,1,NA,"12,1",1,1.084,"229",3,NA,0,"Control"
1450524805354,1,92975,7,7,7,2,15,7,10,4,9,5,NA,"3,5",1,2.864,"229",3,NA,0,"Control"
1450524805354,1,105282,8,8,7,14,12,10,5,4,8,15,NA,"5,4",0,1.462,"229",3,NA,0,"Control"
1450524805354,1,117124,9,9,7,13,4,11,9,12,14,10,NA,"12,5",1,0.991,"229",3,NA,0,"Control"
1450524805354,1,130460,10,10,7,11,14,16,1,5,9,8,NA,"5,6",1,2.489,"229",3,NA,0,"Control"
1450537965553,3,286206,1,1,7,3,9,5,4,1,10,12,NA,"5,3",1,1.389,"232",1,NA,0,"Control"
1450537965553,3,298339,2,2,7,10,16,3,11,14,7,1,NA,"4,1",1,1.272,"232",1,NA,0,"Control"
1450537965553,3,310752,3,3,7,4,13,15,9,2,8,16,NA,"2,5",0,1.564,"232",1,NA,0,"Control"
1450537965553,3,322653,4,4,7,2,13,7,3,12,14,4,NA,"6,6",1,1.047,"232",1,NA,0,"Control"
1450537965553,3,337452,5,5,7,12,14,9,8,1,7,6,NA,"1,5",1,3.955,"232",1,NA,0,"Control"
1450537965553,3,349837,6,6,7,9,12,4,11,16,8,6,NA,"1,2",1,1.535,"232",1,NA,0,"Control"
1450537965553,3,362061,7,7,7,7,9,8,11,14,12,10,NA,"7,1",0,1.379,"232",1,NA,0,"Control"
1450537965553,3,374052,8,8,7,12,9,15,14,8,6,13,NA,"15,3",1,1.144,"232",1,NA,0,"Control"
1450537965553,3,386369,9,9,7,14,6,7,1,12,3,13,NA,"15,7",1,1.472,"232",1,NA,0,"Control"
1450537965553,3,398192,10,10,7,1,7,16,15,14,8,13,NA,"1,3",1,0.977,"232",1,NA,0,"Control"
1453877898548,3,308727,1,1,7,13,5,2,9,11,12,6,NA,"2,3",0,1.306,"232",2,NA,1,"Sleep Deprivation"
1453877898548,3,320720,2,2,7,6,10,9,8,14,4,2,NA,"8,2",1,1.099,"232",2,NA,1,"Sleep Deprivation"
1453877898548,3,332539,3,3,7,3,4,15,13,5,9,1,NA,"16,6",1,0.924,"232",2,NA,1,"Sleep Deprivation"
1453877898548,3,344891,4,4,7,7,10,3,15,12,11,16,NA,"2,3",1,1.47,"232",2,NA,1,"Sleep Deprivation"
1453877898548,3,357189,5,5,7,15,14,3,11,16,4,9,NA,"11,4",1,1.409,"232",2,NA,1,"Sleep Deprivation"
1453877898548,3,369100,6,6,7,11,13,15,4,5,14,2,NA,"7,3",1,1.031,"232",2,NA,1,"Sleep Deprivation"
1453877898548,3,381430,7,7,7,9,11,12,5,13,4,6,NA,"10,1",1,1.442,"232",2,NA,1,"Sleep Deprivation"
1453877898548,3,394358,8,8,7,11,7,9,10,5,2,3,NA,"10,4",1,2.019,"232",2,NA,1,"Sleep Deprivation"
1453877898548,3,406464,9,9,7,9,15,5,13,11,4,8,NA,"16,2",1,1.215,"232",2,NA,1,"Sleep Deprivation"
1453877898548,3,419633,10,10,7,13,6,5,9,11,12,14,NA,"5,3",1,2.259,"232",2,NA,1,"Sleep Deprivation"
1453894535282,2,153380,1,1,7,4,11,6,10,16,1,9,NA,"15,7",1,1.313,"232",3,NA,1,"Sleep Deprivation"
1453894535282,2,165582,2,2,7,8,15,12,13,6,7,11,NA,"7,6",1,1.304,"232",3,NA,1,"Sleep Deprivation"
1453894535282,2,178220,3,3,7,9,14,16,2,13,3,15,NA,"12,6",1,1.749,"232",3,NA,1,"Sleep Deprivation"
1453894535282,2,190120,4,4,7,5,15,7,16,3,13,1,NA,"5,1",1,1.019,"232",3,NA,1,"Sleep Deprivation"
1453894535282,2,202655,5,5,7,1,6,7,8,13,2,16,NA,"2,3",1,1.66,"232",3,NA,1,"Sleep Deprivation"
1453894535282,2,214648,6,6,7,5,15,4,10,13,3,2,NA,"15,2",0,1.126,"232",3,NA,1,"Sleep Deprivation"
1453894535282,2,226720,7,7,7,12,3,11,4,5,6,9,NA,"12,1",1,1.179,"232",3,NA,1,"Sleep Deprivation"
1453894535282,2,238861,8,8,7,9,7,14,12,11,6,4,NA,"4,7",1,1.251,"232",3,NA,1,"Sleep Deprivation"
1453894535282,2,252920,9,9,7,4,7,14,9,1,6,5,NA,"4,1",0,3.17,"232",3,NA,1,"Sleep Deprivation"
1453894535282,2,265069,10,10,7,7,6,4,5,12,15,8,NA,"14,4",1,1.268,"232",3,NA,1,"Sleep Deprivation"
1453910156806,4,421465,1,1,7,10,12,2,6,16,11,7,NA,"16,5",0,2.552,"233",0,NA,1,"Sleep Deprivation"
1453910156806,4,435266,2,2,7,16,12,4,14,11,15,3,NA,"3,7",1,2.903,"233",0,NA,1,"Sleep Deprivation"
1453910156806,4,447421,3,3,7,10,2,4,12,1,14,9,NA,"4,3",0,1.267,"233",0,NA,1,"Sleep Deprivation"
1453910156806,4,459455,4,4,7,8,6,7,14,5,15,12,NA,"12,7",1,1.147,"233",0,NA,1,"Sleep Deprivation"
1453910156806,4,472093,5,5,7,5,1,9,13,8,15,11,NA,"4,1",1,1.738,"233",0,NA,1,"Sleep Deprivation"
1453910156806,4,484373,6,6,7,4,10,14,8,16,15,13,NA,"10,2",1,1.387,"233",0,NA,1,"Sleep Deprivation"
1453910156806,4,496276,7,7,7,4,12,14,7,10,13,3,NA,"12,5",1,1.017,"233",0,NA,1,"Sleep Deprivation"
1453910156806,4,509022,8,8,7,8,14,7,9,3,2,4,NA,"3,7",1,1.855,"233",0,NA,1,"Sleep Deprivation"
1453910156806,4,521140,9,9,7,7,8,4,5,10,3,6,NA,"10,1",1,1.254,"233",0,NA,1,"Sleep Deprivation"
1453910156806,4,533489,10,10,7,16,6,7,12,3,8,9,NA,"7,5",0,1.46,"233",0,NA,1,"Sleep Deprivation"
1455312864500,2,169795,1,1,7,14,3,15,11,10,9,4,NA,"15,3",1,2.942,"233",1,NA,1,"Sleep Deprivation"
1455312864500,2,185863,2,2,7,7,9,12,4,10,5,11,NA,"9,2",1,5.066,"233",1,NA,1,"Sleep Deprivation"
1455312864500,2,199224,3,3,7,7,12,6,11,1,10,4,NA,"12,1",1,2.357,"233",1,NA,1,"Sleep Deprivation"
1455312864500,2,216697,4,4,7,16,8,12,6,15,10,1,NA,"1,4",0,6.502,"233",1,NA,1,"Sleep Deprivation"
1455312864500,2,234518,5,5,7,1,15,2,14,5,11,4,NA,"2,5",1,6.851,"233",1,NA,1,"Sleep Deprivation"
1455312864500,2,248129,6,6,7,5,4,2,1,10,6,15,NA,"1,4",1,2.65,"233",1,NA,1,"Sleep Deprivation"
1455312864500,2,260513,7,7,7,5,2,11,8,1,15,12,NA,"5,1",1,1.415,"233",1,NA,1,"Sleep Deprivation"
1455312864500,2,274911,8,8,7,7,4,3,10,16,1,5,NA,"8,3",1,3.403,"233",1,NA,1,"Sleep Deprivation"
1455312864500,2,287390,9,9,7,2,1,13,11,3,9,10,NA,"10,1",1,1.477,"233",1,NA,1,"Sleep Deprivation"
1455312864500,2,301631,10,10,7,2,8,3,9,6,5,12,NA,"6,5",1,3.27,"233",1,NA,1,"Sleep Deprivation"
1455343132628,3,384676,1,1,7,5,7,1,9,8,4,6,NA,"14,5",1,1.567,"233",2,NA,1,"Sleep Deprivation"
1455343132628,3,398429,2,2,7,13,15,1,5,16,9,2,NA,"12,3",1,2.805,"233",2,NA,1,"Sleep Deprivation"
1455343132628,3,412552,3,3,7,6,12,1,11,9,8,13,NA,"16,4",1,3.223,"233",2,NA,1,"Sleep Deprivation"
1455343132628,3,425850,4,4,7,1,6,9,11,16,8,12,NA,"8,6",1,2.319,"233",2,NA,1,"Sleep Deprivation"
1455343132628,3,438167,5,5,7,3,6,2,8,16,7,13,NA,"16,5",1,1.35,"233",2,NA,1,"Sleep Deprivation"
1455343132628,3,451329,6,6,7,9,2,7,16,3,11,5,NA,"9,1",1,2.188,"233",2,NA,1,"Sleep Deprivation"
1455343132628,3,463890,7,7,7,2,5,7,3,14,1,15,NA,"16,5",1,1.563,"233",2,NA,1,"Sleep Deprivation"
1455343132628,3,476240,8,8,7,9,5,10,8,1,6,4,NA,"16,6",1,1.39,"233",2,NA,1,"Sleep Deprivation"
1455343132628,3,488811,9,9,7,3,1,9,2,12,11,6,NA,"12,5",1,1.596,"233",2,NA,1,"Sleep Deprivation"
1455343132628,3,502097,10,10,7,16,13,5,1,9,3,14,NA,"8,3",1,2.322,"233",2,NA,1,"Sleep Deprivation"
1455363272264,2,176287,1,1,7,10,4,6,15,16,7,14,NA,"15,4",1,2.377,"233",3,NA,1,"Sleep Deprivation"
1455363272264,2,189755,2,2,7,11,15,13,9,1,5,6,NA,"3,6",1,2.465,"233",3,NA,1,"Sleep Deprivation"
1455363272264,2,202460,3,3,7,4,1,6,15,3,8,10,NA,"4,7",1,1.75,"233",3,NA,1,"Sleep Deprivation"
1455363272264,2,214732,4,4,7,3,11,2,6,13,16,4,NA,"3,1",1,1.306,"233",3,NA,1,"Sleep Deprivation"
1455363272264,2,227154,5,5,7,1,13,7,6,10,9,8,NA,"6,4",1,1.466,"233",3,NA,1,"Sleep Deprivation"
1455363272264,2,241429,6,6,7,1,14,4,7,5,2,8,NA,"8,7",1,3.287,"233",3,NA,1,"Sleep Deprivation"
1455363272264,2,254004,7,7,7,16,6,4,5,1,10,11,NA,"3,5",1,1.594,"233",3,NA,1,"Sleep Deprivation"
1455363272264,2,266705,8,8,7,6,4,7,16,12,5,14,NA,"5,6",1,1.743,"233",3,NA,1,"Sleep Deprivation"
1455363272264,2,286607,9,9,7,15,12,11,16,3,7,1,NA,"9,2",1,8.946,"233",3,NA,1,"Sleep Deprivation"
1455363272264,2,299215,10,10,7,15,7,1,16,6,3,5,NA,"5,6",1,1.602,"233",3,NA,1,"Sleep Deprivation"
1455380001230,2,150482,1,1,7,9,13,5,1,16,7,15,NA,"1,4",1,2.205,"235",0,NA,1,"Sleep Deprivation"
1455380001230,2,163605,2,2,7,10,13,3,5,7,12,4,NA,"5,4",0,2.169,"235",0,NA,1,"Sleep Deprivation"
1455380001230,2,176964,3,3,7,8,15,14,12,3,10,16,NA,"8,3",1,2.399,"235",0,NA,1,"Sleep Deprivation"
1455380001230,2,190506,4,4,7,16,1,3,13,8,2,6,NA,"14,7",0,2.569,"235",0,NA,1,"Sleep Deprivation"
1455380001230,2,203382,5,5,7,6,10,15,1,3,2,12,NA,"4,3",1,1.9,"235",0,NA,1,"Sleep Deprivation"
1455380001230,2,216524,6,6,7,4,8,10,5,16,3,9,NA,"7,6",1,2.188,"235",0,NA,1,"Sleep Deprivation"
1455380001230,2,229236,7,7,7,3,13,11,10,16,4,12,NA,"16,5",1,1.72,"235",0,NA,1,"Sleep Deprivation"
