"t0","order_of_test","time_start_battery","order_in_test","order","no_grids","grid1","grid2","grid3","grid4","grid5","grid6","grid7","grid8","pres_grid","correct","response_time","ID","time","t0_absolute","Woman","SD"
1425245444071,5,688331,4,4,7,9,10,12,13,2,1,3,NA,"2,5",1,6.541,"107",0,NA,1,"Sleep Deprivation"
1425245444071,5,700391,5,5,7,11,2,9,15,4,7,1,NA,"1,7",1,1.208,"107",0,NA,1,"Sleep Deprivation"
1425245444071,5,714949,6,6,7,16,13,5,7,12,4,8,NA,"7,1",1,3.704,"107",0,NA,1,"Sleep Deprivation"
1425245444071,5,728101,7,7,7,6,10,15,4,11,7,5,NA,"7,1",1,2.296,"107",0,NA,1,"Sleep Deprivation"
1425245444071,5,740236,8,8,7,4,8,11,16,3,15,14,NA,"7,7",1,1.28,"107",0,NA,1,"Sleep Deprivation"
1425245444071,5,753529,9,9,7,7,10,4,3,8,13,6,NA,"3,4",0,2.437,"107",0,NA,1,"Sleep Deprivation"
1425245444071,5,766110,10,10,7,14,2,5,16,8,7,3,NA,"3,7",1,1.721,"107",0,NA,1,"Sleep Deprivation"
1425278226398,5,570648,1,1,7,14,16,10,4,8,1,6,NA,"7,6",1,1.561,"107",1,NA,1,"Sleep Deprivation"
1425278226398,5,583632,2,2,7,16,8,12,4,10,1,6,NA,"10,2",0,2.119,"107",1,NA,1,"Sleep Deprivation"
1425278226398,5,596174,3,3,7,16,14,13,7,9,15,2,NA,"16,5",1,1.683,"107",1,NA,1,"Sleep Deprivation"
1425278226398,5,608651,4,4,7,7,11,3,15,6,1,12,NA,"15,4",0,1.624,"107",1,NA,1,"Sleep Deprivation"
1425278226398,5,623555,5,5,7,16,6,4,2,15,8,10,NA,"8,6",1,4.051,"107",1,NA,1,"Sleep Deprivation"
1425278226398,5,636226,6,6,7,5,4,11,10,6,9,16,NA,"10,4",0,1.817,"107",1,NA,1,"Sleep Deprivation"
1425278226398,5,649172,7,7,7,8,9,11,6,16,13,15,NA,"7,5",1,2.093,"107",1,NA,1,"Sleep Deprivation"
1425278226398,5,686546,9,9,7,10,11,8,2,15,6,16,NA,"10,7",1,1.217,"107",1,NA,1,"Sleep Deprivation"
1425278226398,5,699694,10,10,7,5,1,12,9,11,4,3,NA,"12,3",1,2.285,"107",1,NA,1,"Sleep Deprivation"
1425296269743,2,162799,1,1,7,2,5,4,12,13,7,6,NA,"2,5",1,2.434,"107",2,NA,1,"Sleep Deprivation"
1425296269743,2,177039,2,2,7,11,9,4,12,13,10,7,NA,"13,3",1,3.376,"107",2,NA,1,"Sleep Deprivation"
1425296269743,2,190194,3,3,7,14,6,13,2,12,4,5,NA,"14,1",1,2.287,"107",2,NA,1,"Sleep Deprivation"
1425296269743,2,203247,4,4,7,2,1,7,5,12,10,4,NA,"1,5",1,2.166,"107",2,NA,1,"Sleep Deprivation"
1425296269743,2,216788,5,5,7,14,4,6,3,11,1,12,NA,"1,1",1,2.674,"107",2,NA,1,"Sleep Deprivation"
1425296269743,2,231326,6,6,7,13,7,5,9,6,11,2,NA,"3,3",1,3.663,"107",2,NA,1,"Sleep Deprivation"
1425296269743,2,243942,7,7,7,2,10,11,3,6,15,13,NA,"15,6",1,1.753,"107",2,NA,1,"Sleep Deprivation"
1425296269743,2,256754,8,8,7,3,9,6,16,13,4,11,NA,"4,6",0,1.951,"107",2,NA,1,"Sleep Deprivation"
1425296269743,2,269795,9,9,7,11,3,10,1,12,16,2,NA,"12,1",1,2.183,"107",2,NA,1,"Sleep Deprivation"
1425296269743,2,284102,10,10,7,3,7,5,11,9,1,2,NA,"8,4",1,3.456,"107",2,NA,1,"Sleep Deprivation"
1425313954261,2,145078,1,1,7,15,6,14,16,13,3,4,NA,"6,1",1,1.898,"107",3,NA,1,"Sleep Deprivation"
1425313954261,2,158859,2,2,7,4,14,10,7,6,16,11,NA,"3,2",1,2.923,"107",3,NA,1,"Sleep Deprivation"
1425313954261,2,171080,3,3,7,3,11,5,2,15,4,12,NA,"12,2",1,1.34,"107",3,NA,1,"Sleep Deprivation"
1425313954261,2,183332,4,4,7,10,9,5,3,6,13,14,NA,"13,6",1,1.397,"107",3,NA,1,"Sleep Deprivation"
1425313954261,2,196461,5,5,7,14,8,13,9,1,3,4,NA,"13,3",0,2.27,"107",3,NA,1,"Sleep Deprivation"
1425313954261,2,209093,6,6,7,14,13,2,6,16,7,4,NA,"1,1",1,1.781,"107",3,NA,1,"Sleep Deprivation"
1425313954261,2,221628,7,7,7,1,2,9,4,3,16,8,NA,"3,5",0,1.685,"107",3,NA,1,"Sleep Deprivation"
1425313954261,2,235507,8,8,7,10,4,3,12,13,1,2,NA,"10,1",1,3.024,"107",3,NA,1,"Sleep Deprivation"
1425313954261,2,272685,10,10,7,3,9,15,6,8,12,1,NA,"10,1",0,5.198,"107",3,NA,1,"Sleep Deprivation"
1425244949019,1,19060,1,1,7,13,6,10,16,1,3,5,NA,"6,2",1,2.415,"108",0,NA,1,"Sleep Deprivation"
1425244949019,1,32756,2,2,7,8,1,16,4,6,15,5,NA,"1,4",1,2.715,"108",0,NA,1,"Sleep Deprivation"
1425244949019,1,45548,3,3,7,16,4,15,6,7,11,5,NA,"16,7",1,1.827,"108",0,NA,1,"Sleep Deprivation"
1425244949019,1,58515,4,4,7,12,9,16,6,2,13,11,NA,"11,7",1,1.987,"108",0,NA,1,"Sleep Deprivation"
1425244949019,1,72284,5,5,7,16,10,12,1,15,6,5,NA,"2,5",0,2.775,"108",0,NA,1,"Sleep Deprivation"
1425244949019,1,90280,6,6,7,7,12,15,14,9,16,4,NA,"7,1",0,6.986,"108",0,NA,1,"Sleep Deprivation"
1425244949019,1,102602,7,7,7,7,15,14,4,12,10,6,NA,"12,5",1,1.617,"108",0,NA,1,"Sleep Deprivation"
1425244949019,1,115769,8,8,7,6,13,10,8,9,4,15,NA,"5,7",1,2.199,"108",0,NA,1,"Sleep Deprivation"
1425244949019,1,128363,9,9,7,7,8,3,4,15,6,16,NA,"3,1",1,1.621,"108",0,NA,1,"Sleep Deprivation"
1425244949019,1,141278,10,10,7,2,8,13,6,15,14,4,NA,"2,7",1,1.939,"108",0,NA,1,"Sleep Deprivation"
1425277633095,3,245153,1,1,7,10,14,9,12,7,15,2,NA,"9,3",1,2.155,"108",1,NA,1,"Sleep Deprivation"
1425277633095,3,260533,2,2,7,11,1,16,6,9,2,5,NA,"16,3",1,4.351,"108",1,NA,1,"Sleep Deprivation"
1425277633095,3,272823,3,3,7,8,4,9,7,5,3,16,NA,"8,1",1,1.399,"108",1,NA,1,"Sleep Deprivation"
1425277633095,3,288346,4,4,7,7,6,1,10,13,5,14,NA,"5,4",1,4.563,"108",1,NA,1,"Sleep Deprivation"
1425277633095,3,302317,5,5,7,7,12,14,6,8,4,16,NA,"4,6",0,2.998,"108",1,NA,1,"Sleep Deprivation"
1425277633095,3,322473,6,6,7,7,16,4,13,5,12,9,NA,"12,3",0,9.212,"108",1,NA,1,"Sleep Deprivation"
1425277633095,3,337279,7,7,7,11,5,12,15,1,3,14,NA,"5,5",0,3.811,"108",1,NA,1,"Sleep Deprivation"
1425277633095,3,349773,8,8,7,5,7,2,9,8,6,10,NA,"10,2",1,1.527,"108",1,NA,1,"Sleep Deprivation"
1425277633095,3,362070,9,9,7,16,3,1,11,8,7,14,NA,"10,3",1,1.308,"108",1,NA,1,"Sleep Deprivation"
1425277633095,3,374868,10,10,7,12,11,8,2,5,16,7,NA,"15,1",1,1.779,"108",1,NA,1,"Sleep Deprivation"
1425296099513,2,156649,1,1,7,13,7,6,16,3,5,11,NA,"2,2",1,1.709,"108",2,NA,1,"Sleep Deprivation"
1425296099513,2,168866,2,2,7,5,16,15,8,4,7,13,NA,"5,1",1,1.214,"108",2,NA,1,"Sleep Deprivation"
1425296099513,2,181498,3,3,7,13,4,12,9,3,11,8,NA,"10,2",1,1.65,"108",2,NA,1,"Sleep Deprivation"
1425296099513,2,198559,4,4,7,12,11,1,13,4,14,3,NA,"6,5",1,6.071,"108",2,NA,1,"Sleep Deprivation"
1425296099513,2,210791,5,5,7,15,11,1,6,7,12,16,NA,"6,2",1,1.269,"108",2,NA,1,"Sleep Deprivation"
1425296099513,2,223660,6,6,7,7,5,2,1,16,9,13,NA,"13,7",1,1.906,"108",2,NA,1,"Sleep Deprivation"
1425296099513,2,236001,7,7,7,15,14,8,1,10,13,11,NA,"14,4",1,1.353,"108",2,NA,1,"Sleep Deprivation"
1425296099513,2,250129,8,8,7,15,11,1,3,6,16,9,NA,"7,1",1,3.149,"108",2,NA,1,"Sleep Deprivation"
1425296099513,2,262278,9,9,7,10,1,13,15,8,9,4,NA,"7,4",1,1.154,"108",2,NA,1,"Sleep Deprivation"
1425296099513,2,277304,10,10,7,13,2,11,7,1,14,3,NA,"7,4",1,4.066,"108",2,NA,1,"Sleep Deprivation"
1425311614229,3,225902,1,1,7,1,2,15,6,5,3,14,NA,"15,5",1,2.259,"108",3,NA,1,"Sleep Deprivation"
1425311614229,3,238838,2,2,7,1,15,16,8,12,9,14,NA,"16,3",1,1.961,"108",3,NA,1,"Sleep Deprivation"
1425311614229,3,250991,3,3,7,14,12,13,1,5,6,10,NA,"14,1",1,1.183,"108",3,NA,1,"Sleep Deprivation"
1425311614229,3,262999,4,4,7,2,1,4,6,13,16,9,NA,"1,2",1,1.039,"108",3,NA,1,"Sleep Deprivation"
1425311614229,3,275459,5,5,7,7,1,5,4,15,2,8,NA,"13,4",1,1.49,"108",3,NA,1,"Sleep Deprivation"
1425311614229,3,287549,6,6,7,5,7,3,13,1,6,16,NA,"16,7",0,1.112,"108",3,NA,1,"Sleep Deprivation"
1425311614229,3,299652,7,7,7,15,12,8,11,2,7,3,NA,"12,2",1,1.119,"108",3,NA,1,"Sleep Deprivation"
1425311614229,3,312233,8,8,7,12,11,9,6,1,5,3,NA,"8,4",1,1.615,"108",3,NA,1,"Sleep Deprivation"
1425311614229,3,324499,9,9,7,8,12,9,4,15,5,16,NA,"11,4",1,1.286,"108",3,NA,1,"Sleep Deprivation"
1425311614229,3,337150,10,10,7,3,9,1,16,10,15,14,NA,"12,3",0,1.625,"108",3,NA,1,"Sleep Deprivation"
1426021791150,2,154543,1,1,7,3,8,14,5,2,12,1,NA,"1,7",1,1.115,"109",0,NA,1,"Control"
1426021791150,2,168060,2,2,7,11,12,4,2,7,16,5,NA,"8,1",1,2.676,"109",0,NA,1,"Control"
1426021791150,2,180370,3,3,7,7,12,9,1,5,10,8,NA,"16,6",0,1.476,"109",0,NA,1,"Control"
1426021791150,2,193198,4,4,7,4,15,2,8,7,13,10,NA,"8,4",1,1.991,"109",0,NA,1,"Control"
1426021791150,2,205200,5,5,7,13,5,8,10,7,3,14,NA,"8,3",1,1.159,"109",0,NA,1,"Control"
1426021791150,2,217192,6,6,7,16,14,3,1,12,9,13,NA,"9,6",1,1.151,"109",0,NA,1,"Control"
1426021791150,2,230297,7,7,7,4,3,2,9,6,14,16,NA,"15,6",0,2.269,"109",0,NA,1,"Control"
1426021791150,2,243231,8,8,7,5,12,3,16,11,9,13,NA,"16,1",0,2.097,"109",0,NA,1,"Control"
1426021791150,2,256154,9,9,7,4,9,3,1,6,14,8,NA,"11,1",1,2.089,"109",0,NA,1,"Control"
1426021791150,2,269311,10,10,7,15,7,5,9,12,16,10,NA,"5,3",1,2.323,"109",0,NA,1,"Control"
1426056133873,2,155322,1,1,7,12,16,4,3,13,2,1,NA,"16,4",1,1.602,"109",1,NA,1,"Control"
1426056133873,2,167377,2,2,7,12,16,9,10,6,1,13,NA,"10,4",1,1.215,"109",1,NA,1,"Control"
1426056133873,2,181967,3,3,7,12,10,2,16,7,1,14,NA,"1,6",1,3.755,"109",1,NA,1,"Control"
1426056133873,2,194423,4,4,7,9,5,7,1,8,16,13,NA,"5,3",1,1.622,"109",1,NA,1,"Control"
1426056133873,2,207580,5,5,7,3,14,11,6,5,13,15,NA,"14,7",0,2.321,"109",1,NA,1,"Control"
1426056133873,2,219836,6,6,7,16,3,2,1,4,9,12,NA,"15,3",1,1.422,"109",1,NA,1,"Control"
1426056133873,2,231896,7,7,7,2,12,10,3,8,11,13,NA,"13,7",1,1.226,"109",1,NA,1,"Control"
1426056133873,2,244582,8,8,7,1,16,7,15,11,2,9,NA,"1,7",1,1.847,"109",1,NA,1,"Control"
1426056133873,2,256555,9,9,7,15,5,3,14,10,12,16,NA,"6,6",1,1.14,"109",1,NA,1,"Control"
1426056133873,2,270045,10,10,7,9,14,4,3,8,16,10,NA,"4,3",1,2.655,"109",1,NA,1,"Control"
1426073587326,3,257944,1,1,7,14,12,2,15,9,4,13,NA,"4,5",0,1.16,"109",2,NA,1,"Control"
1426073587326,3,270717,2,2,7,4,1,5,16,7,14,6,NA,"12,4",0,1.936,"109",2,NA,1,"Control"
1426073587326,3,283039,3,3,7,13,12,10,6,3,5,15,NA,"3,5",1,1.486,"109",2,NA,1,"Control"
1426073587326,3,295409,4,4,7,5,14,4,10,2,7,3,NA,"5,6",1,1.524,"109",2,NA,1,"Control"
1426073587326,3,307948,5,5,7,7,10,16,6,13,2,3,NA,"7,3",0,1.698,"109",2,NA,1,"Control"
1426073587326,3,320225,6,6,7,6,5,11,1,9,2,16,NA,"4,5",1,1.44,"109",2,NA,1,"Control"
1426073587326,3,335668,7,7,7,15,16,14,7,11,1,4,NA,"16,2",0,4.598,"109",2,NA,1,"Control"
1426073587326,3,347751,8,8,7,8,2,9,6,7,10,3,NA,"11,3",1,1.228,"109",2,NA,1,"Control"
1426073587326,3,360040,9,9,7,9,10,8,2,12,3,13,NA,"13,7",1,1.451,"109",2,NA,1,"Control"
1426073587326,3,372169,10,10,7,8,14,12,11,10,3,16,NA,"8,1",1,1.295,"109",2,NA,1,"Control"
1426089408789,5,832356,1,1,7,13,14,10,7,4,3,15,NA,"2,7",1,2.381,"109",3,NA,1,"Control"
1426089408789,5,844443,2,2,7,15,10,6,14,9,8,11,NA,"1,7",1,1.259,"109",3,NA,1,"Control"
1426089408789,5,856575,3,3,7,11,10,2,15,3,14,9,NA,"4,3",1,1.299,"109",3,NA,1,"Control"
1426089408789,5,868727,4,4,7,4,9,2,1,16,3,5,NA,"1,4",1,1.319,"109",3,NA,1,"Control"
1426089408789,5,880710,5,5,7,4,8,5,13,10,3,6,NA,"4,1",1,1.15,"109",3,NA,1,"Control"
1426089408789,5,893114,6,6,7,8,12,14,5,15,16,9,NA,"16,6",1,1.573,"109",3,NA,1,"Control"
1426089408789,5,905434,7,7,7,11,9,4,10,7,5,6,NA,"10,4",0,1.492,"109",3,NA,1,"Control"
1426089408789,5,917688,8,8,7,12,14,4,9,1,15,13,NA,"13,7",1,1.422,"109",3,NA,1,"Control"
1426089408789,5,930188,9,9,7,14,8,10,15,7,4,6,NA,"7,5",1,1.668,"109",3,NA,1,"Control"
1426089408789,5,942183,10,10,7,7,9,16,1,13,10,6,NA,"6,7",1,1.164,"109",3,NA,1,"Control"
1426023727967,4,378817,1,1,7,11,14,1,10,4,3,12,NA,"15,1",1,2.513,"110",0,NA,1,"Sleep Deprivation"
1426023727967,4,391186,2,2,7,7,11,14,9,13,15,10,NA,"9,4",1,1.317,"110",0,NA,1,"Sleep Deprivation"
1426023727967,4,405167,3,3,7,12,10,4,13,11,7,9,NA,"6,7",1,2.925,"110",0,NA,1,"Sleep Deprivation"
1426023727967,4,417727,4,4,7,4,6,7,3,12,15,14,NA,"14,7",1,1.529,"110",0,NA,1,"Sleep Deprivation"
1426023727967,4,432070,5,5,7,2,13,4,3,15,7,14,NA,"7,6",1,3.254,"110",0,NA,1,"Sleep Deprivation"
1426023727967,4,444648,6,6,7,14,7,8,4,6,2,10,NA,"16,4",1,1.466,"110",0,NA,1,"Sleep Deprivation"
1426023727967,4,457465,7,7,7,3,11,2,13,4,8,6,NA,"3,7",0,1.758,"110",0,NA,1,"Sleep Deprivation"
1426023727967,4,469777,8,8,7,14,13,10,6,3,12,16,NA,"7,7",1,1.251,"110",0,NA,1,"Sleep Deprivation"
1426023727967,4,482369,9,9,7,4,5,15,13,11,6,10,NA,"13,4",0,1.502,"110",0,NA,1,"Sleep Deprivation"
1426023727967,4,494893,10,10,7,8,7,6,3,15,1,11,NA,"11,7",1,1.429,"110",0,NA,1,"Sleep Deprivation"
1426057452706,3,249245,1,1,7,12,1,3,4,13,14,15,NA,"15,7",1,2.056,"110",1,NA,1,"Sleep Deprivation"
1426057452706,3,262434,2,2,7,7,12,9,13,8,14,11,NA,"14,6",0,2.162,"110",1,NA,1,"Sleep Deprivation"
1426057452706,3,275268,3,3,7,13,10,4,6,15,8,12,NA,"6,4",0,1.823,"110",1,NA,1,"Sleep Deprivation"
1426057452706,3,287851,4,4,7,15,9,10,4,12,13,8,NA,"12,5",0,1.569,"110",1,NA,1,"Sleep Deprivation"
1426057452706,3,300944,5,5,7,1,14,13,16,5,8,2,NA,"14,5",1,2.026,"110",1,NA,1,"Sleep Deprivation"
1426057452706,3,313887,6,6,7,14,16,13,12,7,8,4,NA,"6,7",1,1.9,"110",1,NA,1,"Sleep Deprivation"
1426057452706,3,326463,7,7,7,2,1,4,12,13,14,10,NA,"1,2",1,1.537,"110",1,NA,1,"Sleep Deprivation"
1426057452706,3,339360,8,8,7,9,6,5,13,15,11,1,NA,"6,2",0,1.839,"110",1,NA,1,"Sleep Deprivation"
1426057452706,3,353301,9,9,7,9,4,13,8,15,6,5,NA,"15,5",0,2.946,"110",1,NA,1,"Sleep Deprivation"
1426057452706,3,365909,10,10,7,8,7,9,5,2,10,11,NA,"11,7",1,1.577,"110",1,NA,1,"Sleep Deprivation"
1426073812628,5,512708,1,1,7,4,13,16,2,6,14,9,NA,"2,4",0,6.085,"110",2,NA,1,"Sleep Deprivation"
1426073812628,5,581989,4,4,7,6,13,15,8,7,16,12,NA,"5,1",1,1.439,"110",2,NA,1,"Sleep Deprivation"
1426073812628,5,593950,5,5,7,4,14,15,5,8,7,13,NA,"3,3",1,0.934,"110",2,NA,1,"Sleep Deprivation"
1426073812628,5,605876,6,6,7,8,10,2,11,14,16,6,NA,"14,5",0,0.894,"110",2,NA,1,"Sleep Deprivation"
1426073812628,5,618077,7,7,7,4,7,3,14,6,1,12,NA,"12,7",0,1.179,"110",2,NA,1,"Sleep Deprivation"
1426073812628,5,630095,8,8,7,11,3,13,7,6,15,4,NA,"8,6",1,0.994,"110",2,NA,1,"Sleep Deprivation"
1426073812628,5,642010,9,9,7,16,4,9,8,14,3,6,NA,"6,7",0,0.902,"110",2,NA,1,"Sleep Deprivation"
1426073812628,5,654040,10,10,7,2,5,15,10,1,3,11,NA,"11,7",0,0.995,"110",2,NA,1,"Sleep Deprivation"
1426088922095,2,157380,1,1,7,1,12,8,6,7,3,14,NA,"7,5",0,1.888,"110",3,NA,1,"Sleep Deprivation"
1426088922095,2,169755,2,2,7,1,2,8,16,12,3,10,NA,"8,5",0,1.319,"110",3,NA,1,"Sleep Deprivation"
1426088922095,2,184974,3,3,7,13,9,7,11,10,1,6,NA,"5,7",0,4.137,"110",3,NA,1,"Sleep Deprivation"
1426088922095,2,198294,4,4,7,1,15,11,8,16,12,6,NA,"12,6",0,2.306,"110",3,NA,1,"Sleep Deprivation"
1426088922095,2,210989,5,5,7,1,11,10,12,9,3,7,NA,"12,4",1,1.645,"110",3,NA,1,"Sleep Deprivation"
1426088922095,2,223180,6,6,7,5,8,12,3,1,7,6,NA,"8,2",1,1.145,"110",3,NA,1,"Sleep Deprivation"
1426088922095,2,235839,7,7,7,6,12,13,14,4,9,5,NA,"14,4",1,1.608,"110",3,NA,1,"Sleep Deprivation"
1426088922095,2,249876,8,8,7,5,6,7,8,16,3,14,NA,"16,5",1,2.994,"110",3,NA,1,"Sleep Deprivation"
1426088922095,2,264495,9,9,7,12,13,11,14,1,2,16,NA,"14,7",1,3.583,"110",3,NA,1,"Sleep Deprivation"
1426088922095,2,276848,10,10,7,4,13,9,6,5,1,3,NA,"15,1",1,1.237,"110",3,NA,1,"Sleep Deprivation"
1425936820287,4,418910,1,1,7,15,11,10,5,4,12,16,NA,"1,2",1,1.652,"111",0,NA,1,"Sleep Deprivation"
1425936820287,4,431408,2,2,7,4,3,11,6,10,1,13,NA,"3,2",1,1.578,"111",0,NA,1,"Sleep Deprivation"
1425936820287,4,444053,3,3,7,6,7,15,4,1,3,8,NA,"1,2",1,1.719,"111",0,NA,1,"Sleep Deprivation"
1425936820287,4,456850,4,4,7,15,6,14,11,2,12,10,NA,"3,1",1,1.881,"111",0,NA,1,"Sleep Deprivation"
1425936820287,4,469402,5,5,7,16,8,12,5,2,6,1,NA,"6,6",1,1.64,"111",0,NA,1,"Sleep Deprivation"
1425936820287,4,481642,6,6,7,9,15,8,14,13,16,11,NA,"11,6",1,1.332,"111",0,NA,1,"Sleep Deprivation"
1425936820287,4,494026,7,7,7,3,14,8,9,13,10,5,NA,"15,1",1,1.46,"111",0,NA,1,"Sleep Deprivation"
1425936820287,4,506775,8,8,7,14,10,7,16,5,11,8,NA,"10,2",0,1.839,"111",0,NA,1,"Sleep Deprivation"
1425936820287,4,519882,9,9,7,3,13,5,10,14,6,9,NA,"16,1",1,2.187,"111",0,NA,1,"Sleep Deprivation"
1425936820287,4,533884,10,10,7,7,12,1,15,6,3,13,NA,"6,5",1,3.087,"111",0,NA,1,"Sleep Deprivation"
1425969475318,1,22805,1,1,7,7,8,4,12,14,3,13,NA,"13,7",0,6.151,"111",1,NA,1,"Sleep Deprivation"
1425969475318,1,36046,2,2,7,1,9,14,3,16,10,11,NA,"8,2",1,2.316,"111",1,NA,1,"Sleep Deprivation"
1425969475318,1,50031,3,3,7,6,16,10,8,3,4,12,NA,"8,6",1,3.061,"111",1,NA,1,"Sleep Deprivation"
1425969475318,1,62277,4,4,7,10,2,16,12,13,5,1,NA,"16,3",1,1.349,"111",1,NA,1,"Sleep Deprivation"
1425969475318,1,77578,5,5,7,5,15,11,8,13,7,12,NA,"16,6",1,4.395,"111",1,NA,1,"Sleep Deprivation"
1425969475318,1,91143,6,6,7,15,5,10,13,9,1,12,NA,"1,6",1,2.653,"111",1,NA,1,"Sleep Deprivation"
1425969475318,1,105432,7,7,7,6,1,12,2,11,7,15,NA,"11,1",1,3.332,"111",1,NA,1,"Sleep Deprivation"
1425969475318,1,118318,8,8,7,10,11,12,7,13,8,1,NA,"8,6",1,1.981,"111",1,NA,1,"Sleep Deprivation"
1425969475318,1,131178,9,9,7,6,9,3,7,2,8,4,NA,"3,3",0,1.961,"111",1,NA,1,"Sleep Deprivation"
1425969475318,1,143575,10,10,7,2,12,15,16,9,13,8,NA,"2,1",1,1.498,"111",1,NA,1,"Sleep Deprivation"
1425987055999,5,542363,1,1,7,13,9,4,16,10,1,7,NA,"1,6",1,3.559,"111",2,NA,1,"Sleep Deprivation"
1425987055999,5,554603,2,2,7,11,15,14,8,3,16,7,NA,"3,5",1,1.331,"111",2,NA,1,"Sleep Deprivation"
1425987055999,5,566985,3,3,7,4,7,13,15,12,3,11,NA,"7,7",1,1.48,"111",2,NA,1,"Sleep Deprivation"
1425987055999,5,579223,4,4,7,16,5,9,11,7,1,15,NA,"7,2",1,1.336,"111",2,NA,1,"Sleep Deprivation"
1425987055999,5,592683,5,5,7,5,13,15,7,16,10,11,NA,"11,7",1,2.568,"111",2,NA,1,"Sleep Deprivation"
1425987055999,5,605856,6,6,7,12,14,1,5,6,3,9,NA,"6,5",0,2.274,"111",2,NA,1,"Sleep Deprivation"
1425987055999,5,619618,7,7,7,3,5,7,10,8,13,6,NA,"14,2",1,2.865,"111",2,NA,1,"Sleep Deprivation"
1425987055999,5,632353,8,8,7,6,13,3,2,10,14,8,NA,"15,2",1,1.833,"111",2,NA,1,"Sleep Deprivation"
1425987055999,5,644768,9,9,7,6,7,5,1,16,10,9,NA,"16,2",1,1.52,"111",2,NA,1,"Sleep Deprivation"
1425987055999,5,657828,10,10,7,8,1,12,16,4,10,14,NA,"8,1",1,2.124,"111",2,NA,1,"Sleep Deprivation"
1426002496729,3,292294,1,1,7,15,3,9,4,1,10,5,NA,"9,3",1,2.223,"111",3,NA,1,"Sleep Deprivation"
1426002496729,3,306420,2,2,7,6,1,16,4,13,8,10,NA,"1,2",1,3.209,"111",3,NA,1,"Sleep Deprivation"
1426002496729,3,319434,3,3,7,14,10,12,13,7,16,5,NA,"16,7",1,2.094,"111",3,NA,1,"Sleep Deprivation"
1426002496729,3,333754,4,4,7,16,12,11,7,6,10,13,NA,"6,5",1,3.394,"111",3,NA,1,"Sleep Deprivation"
1426002496729,3,346525,5,5,7,7,12,5,16,2,13,15,NA,"4,4",1,1.877,"111",3,NA,1,"Sleep Deprivation"
1426002496729,3,358673,6,6,7,11,4,12,16,5,9,1,NA,"16,6",1,1.243,"111",3,NA,1,"Sleep Deprivation"
1426002496729,3,371255,7,7,7,14,2,8,7,16,3,15,NA,"14,1",1,1.675,"111",3,NA,1,"Sleep Deprivation"
1426002496729,3,383744,8,8,7,7,5,15,9,10,1,4,NA,"8,6",1,1.571,"111",3,NA,1,"Sleep Deprivation"
1426002496729,3,395926,9,9,7,8,3,14,6,5,11,12,NA,"11,4",0,1.274,"111",3,NA,1,"Sleep Deprivation"
1426002496729,3,408538,10,10,7,4,3,11,1,7,12,16,NA,"4,1",0,1.698,"111",3,NA,1,"Sleep Deprivation"
1425936258204,4,382629,1,1,7,12,7,2,13,11,8,5,NA,"11,5",1,4.754,"112",0,NA,1,"Control"
1425936258204,4,394656,2,2,7,8,12,1,4,2,13,5,NA,"12,2",1,1.188,"112",0,NA,1,"Control"
1425936258204,4,409424,3,3,7,14,2,1,9,16,5,6,NA,"5,6",0,3.932,"112",0,NA,1,"Control"
1425936258204,4,421675,4,4,7,6,13,3,11,16,7,4,NA,"1,6",1,1.41,"112",0,NA,1,"Control"
1425936258204,4,435614,5,5,7,14,3,9,13,11,2,6,NA,"14,1",1,3.101,"112",0,NA,1,"Control"
1425936258204,4,447654,6,6,7,6,11,4,7,8,14,16,NA,"16,7",1,1.201,"112",0,NA,1,"Control"
1425936258204,4,459882,7,7,7,7,6,9,4,14,12,16,NA,"6,6",1,1.391,"112",0,NA,1,"Control"
1425936258204,4,472185,8,8,7,16,4,10,12,7,6,9,NA,"12,7",1,1.466,"112",0,NA,1,"Control"
1425936258204,4,484515,9,9,7,1,5,10,7,13,8,14,NA,"8,1",1,1.49,"112",0,NA,1,"Control"
1425936258204,4,497432,10,10,7,4,14,15,7,6,16,5,NA,"6,5",1,2.08,"112",0,NA,1,"Control"
1425969049114,3,317753,2,2,7,4,3,7,9,5,15,2,NA,"3,2",1,3.259,"112",1,NA,1,"Control"
1425969049114,3,331253,3,3,7,5,9,3,2,1,12,13,NA,"3,3",1,2.661,"112",1,NA,1,"Control"
1425969049114,3,364873,5,5,7,8,1,10,2,5,4,7,NA,"1,2",1,1.411,"112",1,NA,1,"Control"
1425969049114,3,376807,6,6,7,14,7,4,3,11,2,1,NA,"1,7",1,1.097,"112",1,NA,1,"Control"
1425969049114,3,389308,7,7,7,7,1,13,16,12,6,9,NA,"8,1",1,1.663,"112",1,NA,1,"Control"
1425969049114,3,401562,8,8,7,7,6,11,15,14,5,16,NA,"10,6",1,1.418,"112",1,NA,1,"Control"
1425969049114,3,413897,9,9,7,13,5,8,1,2,11,14,NA,"2,5",0,1.496,"112",1,NA,1,"Control"
1425969049114,3,428962,10,10,7,3,8,4,12,14,2,5,NA,"11,3",0,4.222,"112",1,NA,1,"Control"
1425987223321,3,260339,1,1,7,13,16,4,9,15,14,5,NA,"14,7",1,1.069,"112",2,NA,1,"Control"
1425987223321,3,273605,2,2,7,9,11,1,13,4,3,12,NA,"16,1",1,2.426,"112",2,NA,1,"Control"
