"","id","date","time","t0","order_of_test","time_start_battery","order_in_test","order","no_grids","grid1","grid2","grid3","grid4","grid5","grid6","grid7","grid8","pres_grid","correct","response_time","t0_absolute"
"3343","SI_208","2015-11-19","16:15:37",1447946031779,4,505865,9,9,7,3,2,12,1,6,15,5,NA,"1,4",1,1.812,NA
"3344","SI_208","2015-11-19","16:15:50",1447946031779,4,518146,10,10,7,7,4,10,12,8,6,1,NA,"10,3",1,1.425,NA
"3345","SI_209","2015-11-09","22:14:19",1447103659250,3,312619,1,1,7,7,9,4,13,6,2,10,NA,"2,6",1,3.899,NA
"3346","SI_209","2015-11-09","22:14:34",1447103659250,3,331766,2,2,7,9,15,3,12,7,6,8,NA,"6,6",1,8.253,NA
"3347","SI_209","2015-11-09","22:14:53",1447103659250,3,344331,3,3,7,5,6,15,8,12,16,1,NA,"5,1",1,1.654,NA
"3348","SI_209","2015-11-09","22:15:05",1447103659250,3,356944,4,4,7,6,12,14,9,1,16,11,NA,"16,6",1,1.719,NA
"3349","SI_209","2015-11-09","22:15:18",1447103659250,3,369668,5,5,7,11,6,9,5,14,3,12,NA,"12,3",1,1.798,NA
"3350","SI_209","2015-11-09","22:15:31",1447103659250,3,382846,6,6,7,16,14,10,15,6,11,5,NA,"3,4",1,2.236,NA
"3351","SI_209","2015-11-09","22:15:44",1447103659250,3,397816,7,7,7,9,10,5,2,4,14,11,NA,"9,5",1,4.062,NA
"3352","SI_209","2015-11-09","22:15:59",1447103659250,3,413636,8,8,7,2,10,5,13,4,1,3,NA,"4,6",1,4.911,NA
"3353","SI_209","2015-11-09","22:16:15",1447103659250,3,428651,9,9,7,16,7,9,15,14,5,10,NA,"5,6",0,4.119,NA
"3354","SI_209","2015-11-09","22:16:30",1447103659250,3,444417,10,10,7,10,13,2,11,7,3,4,NA,"14,3",0,4.817,NA
"3355","SI_209","2015-11-10","07:38:20",1447137500200,3,289973,1,1,7,3,16,11,14,9,5,10,NA,"14,4",1,3.207,NA
"3356","SI_209","2015-11-10","07:38:34",1447137500200,3,302557,2,2,7,16,4,9,6,3,10,5,NA,"9,7",1,1.663,NA
"3357","SI_209","2015-11-10","07:38:46",1447137500200,3,316625,3,3,7,11,15,13,6,2,8,1,NA,"8,4",0,3.16,NA
"3358","SI_209","2015-11-10","07:39:00",1447137500200,3,328955,4,4,7,11,8,15,6,13,14,4,NA,"15,7",1,1.427,NA
"3359","SI_209","2015-11-10","07:39:13",1447137500200,3,341755,5,5,7,14,16,12,7,1,4,6,NA,"6,7",1,1.912,NA
"3360","SI_209","2015-11-10","07:39:26",1447137500200,3,354396,6,6,7,7,10,1,16,12,6,2,NA,"7,1",1,1.749,NA
"3361","SI_209","2015-11-10","07:39:38",1447137500200,3,367320,7,7,7,10,12,16,5,4,8,7,NA,"10,1",1,2.019,NA
"3362","SI_209","2015-11-10","07:39:51",1447137500200,3,379448,8,8,7,14,4,16,6,2,9,13,NA,"13,7",1,1.196,NA
"3363","SI_209","2015-11-10","07:40:03",1447137500200,3,392525,9,9,7,1,14,16,15,5,9,3,NA,"7,7",0,2.174,NA
"3364","SI_209","2015-11-10","07:40:16",1447137500200,3,405036,10,10,7,4,7,12,11,9,5,13,NA,"14,1",1,1.597,NA
"3365","SI_209","2015-11-10","12:39:47",1447155587406,3,290031,1,1,7,10,7,13,12,3,2,15,NA,"12,4",1,1.247,NA
"3366","SI_209","2015-11-10","12:39:59",1447155587406,3,305986,2,2,7,10,8,14,7,16,5,2,NA,"7,4",1,5.064,NA
"3367","SI_209","2015-11-10","12:40:15",1447155587406,3,321035,3,3,7,12,7,11,9,5,4,2,NA,"11,3",0,4.135,NA
"3368","SI_209","2015-11-10","12:40:30",1447155587406,3,336519,4,4,7,12,16,9,4,5,11,2,NA,"5,5",1,4.586,NA
"3369","SI_209","2015-11-10","12:40:46",1447155587406,3,352729,5,5,7,12,13,8,3,2,7,1,NA,"7,6",0,5.313,NA
"3370","SI_209","2015-11-10","12:41:02",1447155587406,3,367087,6,6,7,2,11,5,16,14,4,1,NA,"11,3",1,3.395,NA
"3371","SI_209","2015-11-10","12:41:16",1447155587406,3,379532,7,7,7,2,11,5,3,4,15,9,NA,"2,1",1,1.545,NA
"3372","SI_209","2015-11-10","12:41:29",1447155587406,3,393870,8,8,7,8,9,12,1,3,15,4,NA,"12,4",1,3.417,NA
"3373","SI_209","2015-11-10","12:41:43",1447155587406,3,410240,9,9,7,14,11,10,6,13,2,15,NA,"11,2",0,5.476,NA
"3374","SI_209","2015-11-10","12:41:59",1447155587406,3,422705,10,10,7,8,1,7,11,14,2,10,NA,"1,2",1,1.562,NA
"3375","SI_209","2015-11-10","16:40:02",1447170002687,3,294048,1,1,7,11,15,3,4,9,1,16,NA,"15,2",1,1.807,NA
"3376","SI_209","2015-11-10","16:40:15",1447170002687,3,306822,2,2,7,1,16,8,13,10,12,6,NA,"6,1",1,1.867,NA
"3377","SI_209","2015-11-10","16:40:28",1447170002687,3,319613,3,3,7,6,12,16,10,15,1,2,NA,"1,2",1,1.884,NA
"3378","SI_209","2015-11-10","16:40:41",1447170002687,3,332472,4,4,7,14,10,4,2,12,15,6,NA,"13,6",1,1.965,NA
"3379","SI_209","2015-11-10","16:40:53",1447170002687,3,347166,5,5,7,15,1,8,5,9,12,14,NA,"2,4",1,3.765,NA
"3380","SI_209","2015-11-10","16:41:08",1447170002687,3,363015,6,6,7,5,16,2,3,8,10,12,NA,"14,1",1,4.93,NA
"3381","SI_209","2015-11-10","16:41:24",1447170002687,3,378555,7,7,7,13,14,2,15,10,7,12,NA,"10,5",1,4.62,NA
"3382","SI_209","2015-11-10","16:41:39",1447170002687,3,390901,8,8,7,9,15,12,5,10,11,13,NA,"13,7",1,1.454,NA
"3383","SI_209","2015-11-10","16:41:52",1447170002687,3,405565,9,9,7,12,8,13,1,15,2,16,NA,"2,6",0,3.758,NA
"3384","SI_209","2015-11-10","16:42:06",1447170002687,3,419591,10,10,7,11,4,10,12,3,8,5,NA,"10,3",1,3.088,NA
"3385","SI_210","2015-11-08","21:04:40",1447013080537,1,18059,1,1,7,15,4,9,11,14,6,7,NA,"8,6",1,1.545,NA
"3386","SI_210","2015-11-08","21:04:52",1447013080537,1,30123,2,2,7,16,10,4,9,8,15,13,NA,"12,3",0,1.216,NA
"3387","SI_210","2015-11-08","21:05:05",1447013080537,1,42499,3,3,7,9,5,10,16,3,4,13,NA,"13,7",1,1.524,NA
"3388","SI_210","2015-11-08","21:05:17",1447013080537,1,54718,4,4,7,12,3,9,8,15,7,1,NA,"12,1",1,1.372,NA
"3389","SI_210","2015-11-08","21:05:29",1447013080537,1,68168,5,5,7,8,10,12,11,6,15,14,NA,"16,5",1,2.603,NA
"3390","SI_210","2015-11-08","21:05:43",1447013080537,1,81634,6,6,7,11,16,9,6,3,8,4,NA,"11,4",1,2.619,NA
"3391","SI_210","2015-11-08","21:05:56",1447013080537,1,93722,7,7,7,5,12,9,13,1,7,11,NA,"11,7",1,1.242,NA
"3392","SI_210","2015-11-08","21:06:08",1447013080537,1,105785,8,8,7,10,14,2,12,16,7,9,NA,"9,7",1,1.219,NA
"3393","SI_210","2015-11-08","21:06:20",1447013080537,1,118484,9,9,7,12,3,11,8,10,2,1,NA,"3,2",1,1.857,NA
"3394","SI_210","2015-11-08","21:06:33",1447013080537,1,130241,10,10,7,16,1,2,3,14,5,9,NA,"9,7",1,0.908,NA
"3395","SI_210","2015-11-09","22:57:32",1447106252371,5,521043,1,1,7,9,5,10,15,1,4,7,NA,"7,7",1,1.686,NA
"3396","SI_210","2015-11-09","22:57:44",1447106252371,5,533190,2,2,7,9,4,3,14,11,5,2,NA,"16,2",1,1.299,NA
"3397","SI_210","2015-11-09","22:57:57",1447106252371,5,546269,3,3,7,9,1,11,7,2,4,10,NA,"5,3",1,2.219,NA
"3398","SI_210","2015-11-09","22:58:10",1447106252371,5,557895,4,4,7,1,7,2,10,11,15,9,NA,"9,7",1,0.78,NA
"3399","SI_210","2015-11-09","22:58:21",1447106252371,5,570179,5,5,7,9,6,4,10,11,16,3,NA,"6,2",1,1.433,NA
"3400","SI_210","2015-11-09","22:58:34",1447106252371,5,582317,6,6,7,6,2,8,10,7,16,4,NA,"8,5",0,1.291,NA
"3401","SI_210","2015-11-09","22:58:46",1447106252371,5,594214,7,7,7,6,14,5,10,8,2,12,NA,"14,2",1,1.049,NA
"3402","SI_210","2015-11-09","22:58:58",1447106252371,5,606581,8,8,7,8,12,7,15,13,1,16,NA,"16,1",1,1.522,NA
"3403","SI_210","2015-11-09","22:59:10",1447106252371,5,618749,9,9,7,1,10,15,3,4,12,7,NA,"12,6",1,1.32,NA
"3404","SI_210","2015-11-09","22:59:22",1447106252371,5,631878,10,10,7,14,8,15,16,13,4,12,NA,"5,7",1,2.281,NA
"3405","SI_210","2015-11-10","07:35:29",1447137329635,2,154385,1,1,7,14,6,12,1,15,11,8,NA,"14,1",1,1.179,NA
"3406","SI_210","2015-11-10","07:36:32",1447137329635,2,217904,2,2,7,16,2,15,12,7,14,9,NA,"7,5",1,1.784,NA
"3407","SI_210","2015-11-10","12:44:05",1447155845020,5,527965,1,1,7,6,9,16,14,2,8,5,NA,"13,6",1,2.237,NA
"3408","SI_210","2015-11-10","12:44:18",1447155845020,5,540949,2,2,7,15,1,14,8,4,7,9,NA,"12,6",1,2.15,NA
"3409","SI_210","2015-11-10","12:44:31",1447155845020,5,553377,3,3,7,7,1,4,10,9,16,15,NA,"3,3",1,1.582,NA
"3410","SI_210","2015-11-10","12:44:43",1447155845020,5,566099,4,4,7,8,2,14,4,15,13,5,NA,"1,7",1,1.868,NA
"3411","SI_210","2015-11-10","12:44:56",1447155845020,5,578311,5,5,7,9,5,13,14,7,11,10,NA,"13,3",1,1.368,NA
"3412","SI_210","2015-11-10","12:45:08",1447155845020,5,590857,6,6,7,2,4,15,10,11,14,12,NA,"7,5",0,1.696,NA
"3413","SI_210","2015-11-10","12:45:21",1447155845020,5,603878,7,7,7,13,5,4,15,7,14,9,NA,"8,2",1,2.174,NA
"3414","SI_210","2015-11-10","12:45:34",1447155845020,5,616224,8,8,7,6,15,8,12,7,2,14,NA,"7,5",1,1.502,NA
"3415","SI_210","2015-11-10","12:45:46",1447155845020,5,628923,9,9,7,7,5,16,3,8,2,9,NA,"16,3",1,1.857,NA
"3416","SI_210","2015-11-10","12:45:59",1447155845020,5,641265,10,10,7,9,2,10,12,6,8,16,NA,"4,3",1,1.497,NA
"3417","SI_210","2015-11-10","16:24:13",1447169053201,5,540188,1,1,7,16,14,9,13,3,4,15,NA,"3,7",1,1.202,NA
"3418","SI_210","2015-11-10","16:24:25",1447169053201,5,552321,2,2,7,9,11,5,16,3,14,12,NA,"12,7",1,1.293,NA
"3419","SI_210","2015-11-10","16:24:37",1447169053201,5,564027,3,3,7,11,4,16,13,9,2,1,NA,"1,7",1,0.867,NA
"3420","SI_210","2015-11-10","16:24:49",1447169053201,5,576194,4,4,7,14,5,15,11,16,3,8,NA,"5,2",1,1.328,NA
"3421","SI_210","2015-11-10","16:25:01",1447169053201,5,588134,5,5,7,3,10,4,9,15,8,14,NA,"7,4",0,1.098,NA
"3422","SI_210","2015-11-10","16:25:13",1447169053201,5,600444,6,6,7,10,3,4,1,8,14,13,NA,"2,4",1,1.341,NA
"3423","SI_210","2015-11-10","16:25:25",1447169053201,5,613034,7,7,7,11,2,9,6,12,15,8,NA,"11,1",1,1.755,NA
"3424","SI_210","2015-11-10","16:25:38",1447169053201,5,625190,8,8,7,3,7,12,14,5,10,13,NA,"5,5",1,1.313,NA
"3425","SI_210","2015-11-10","16:25:50",1447169053201,5,637207,9,9,7,12,9,15,16,5,13,3,NA,"9,2",1,1.174,NA
"3426","SI_210","2015-11-10","16:26:02",1447169053201,5,649563,10,10,7,5,4,6,11,7,10,9,NA,"11,1",0,1.511,NA
"3427","SI_211","2015-11-25","22:31:40",1448487100391,2,163506,1,1,7,11,2,15,16,10,3,13,NA,"10,5",1,3.511,NA
"3428","SI_211","2015-11-25","22:31:54",1448487100391,2,176391,2,2,7,13,15,11,10,8,4,14,NA,"13,1",0,2.046,NA
"3429","SI_211","2015-11-25","22:32:07",1448487100391,2,188562,3,3,7,14,10,3,13,8,4,2,NA,"11,7",1,1.33,NA
"3430","SI_211","2015-11-25","22:32:19",1448487100391,2,200992,4,4,7,14,9,15,5,16,12,10,NA,"12,6",1,1.594,NA
"3431","SI_211","2015-11-25","22:32:32",1448487100391,2,215177,5,5,7,5,10,4,1,11,3,12,NA,"4,3",0,3.342,NA
"3432","SI_211","2015-11-25","22:32:46",1448487100391,2,227307,6,6,7,10,13,6,15,5,12,14,NA,"1,1",1,1.283,NA
"3433","SI_211","2015-11-25","22:32:58",1448487100391,2,239992,7,7,7,6,16,3,13,11,15,14,NA,"2,5",0,1.849,NA
"3434","SI_211","2015-11-25","22:33:11",1448487100391,2,253329,8,8,7,3,15,13,10,6,12,9,NA,"5,2",1,2.498,NA
"3435","SI_211","2015-11-25","22:33:24",1448487100391,2,265444,9,9,7,15,10,11,5,16,14,4,NA,"4,7",1,1.274,NA
"3436","SI_211","2015-11-25","22:33:36",1448487100391,2,278078,10,10,7,8,6,5,16,4,15,13,NA,"16,4",1,1.798,NA
"3437","SI_211","2015-11-26","07:01:44",1448517704736,1,18953,1,1,7,8,7,6,4,15,11,14,NA,"5,4",0,2.415,NA
"3438","SI_211","2015-11-26","07:01:58",1448517704736,1,30949,2,2,7,13,9,14,15,1,12,11,NA,"6,7",1,1.153,NA
"3439","SI_211","2015-11-26","07:02:10",1448517704736,1,46417,3,3,7,9,5,15,1,14,7,6,NA,"15,3",0,4.629,NA
"3440","SI_211","2015-11-26","07:02:25",1448517704736,1,59668,4,4,7,11,5,4,14,12,10,13,NA,"2,5",1,2.413,NA
"3441","SI_211","2015-11-26","07:02:38",1448517704736,1,75057,5,5,7,16,9,12,11,4,7,10,NA,"16,1",1,4.548,NA
"3442","SI_211","2015-11-26","07:02:54",1448517704736,1,88973,6,6,7,12,7,8,10,9,15,2,NA,"7,2",1,3.062,NA
"3443","SI_211","2015-11-26","07:03:08",1448517704736,1,101737,7,7,7,14,12,13,11,8,6,3,NA,"6,6",1,1.915,NA
"3444","SI_211","2015-11-26","07:03:20",1448517704736,1,113823,8,8,7,14,1,9,8,5,10,15,NA,"15,1",1,1.24,NA
"3445","SI_211","2015-11-26","07:03:32",1448517704736,1,126505,9,9,7,6,15,1,10,13,8,14,NA,"12,5",1,1.845,NA
"3446","SI_211","2015-11-26","07:03:45",1448517704736,1,141943,10,10,7,7,3,1,4,6,12,13,NA,"1,3",1,4.599,NA
"3447","SI_211","2015-11-26","12:37:42",1448537862553,3,288083,1,1,7,14,12,5,9,10,2,7,NA,"6,3",0,2.346,NA
"3448","SI_211","2015-11-26","12:37:55",1448537862553,3,300215,2,2,7,14,6,12,16,8,13,4,NA,"13,2",1,1.29,NA
"3449","SI_211","2015-11-26","12:38:07",1448537862553,3,312980,3,3,7,4,16,3,7,5,13,9,NA,"7,3",0,1.926,NA
"3450","SI_211","2015-11-26","12:38:20",1448537862553,3,326351,4,4,7,16,12,5,10,7,13,2,NA,"2,3",1,2.526,NA
"3451","SI_211","2015-11-26","12:38:34",1448537862553,3,338535,5,5,7,5,7,11,12,15,6,14,NA,"5,1",1,1.35,NA
"3452","SI_211","2015-11-26","12:38:46",1448537862553,3,351570,6,6,7,2,9,13,3,10,7,1,NA,"12,4",1,2.197,NA
"3453","SI_211","2015-11-26","12:38:59",1448537862553,3,363220,7,7,7,13,15,2,9,8,4,10,NA,"10,7",1,0.815,NA
"3454","SI_211","2015-11-26","12:39:10",1448537862553,3,375531,8,8,7,10,9,1,4,15,13,3,NA,"2,3",0,1.477,NA
"3455","SI_211","2015-11-26","12:39:23",1448537862553,3,387649,9,9,7,16,10,3,7,11,2,13,NA,"3,3",1,1.281,NA
"3456","SI_211","2015-11-26","12:39:35",1448537862553,3,399623,10,10,7,16,13,8,15,6,1,3,NA,"1,6",1,1.135,NA
"3457","SI_211","2015-11-26","16:34:59",1448552099881,2,153109,1,1,7,10,2,4,16,15,12,9,NA,"2,2",1,1.125,NA
"3458","SI_211","2015-11-26","16:35:11",1448552099881,2,164857,2,2,7,4,7,9,8,3,10,1,NA,"1,7",1,0.91,NA
"3459","SI_211","2015-11-26","16:35:23",1448552099881,2,179910,3,3,7,13,5,15,11,8,12,14,NA,"15,3",1,4.213,NA
"3460","SI_211","2015-11-26","16:35:38",1448552099881,2,193392,4,4,7,1,2,14,8,12,3,4,NA,"3,5",0,2.627,NA
"3461","SI_211","2015-11-26","16:35:52",1448552099881,2,205909,5,5,7,12,9,2,16,3,13,7,NA,"1,1",1,1.681,NA
"3462","SI_211","2015-11-26","16:36:04",1448552099881,2,218062,6,6,7,10,15,6,8,4,1,13,NA,"16,4",1,1.316,NA
"3463","SI_211","2015-11-26","16:36:16",1448552099881,2,230511,7,7,7,16,7,5,4,2,3,8,NA,"13,2",1,1.612,NA
"3464","SI_211","2015-11-26","16:36:29",1448552099881,2,242529,8,8,7,5,8,7,2,9,14,16,NA,"5,1",1,1.182,NA
"3465","SI_211","2015-11-26","16:36:41",1448552099881,2,254313,9,9,7,14,6,12,11,16,9,4,NA,"9,6",1,0.945,NA
"3466","SI_211","2015-11-26","16:36:53",1448552099881,2,266281,10,10,7,8,15,10,13,14,6,9,NA,"8,1",1,1.132,NA
"3467","SI_212","2015-11-24","23:24:31",1448403871121,2,173096,1,1,7,11,5,14,1,15,10,6,NA,"6,1",1,2.267,NA
"3468","SI_212","2015-11-24","23:24:44",1448403871121,2,185925,2,2,7,6,8,13,5,16,4,2,NA,"14,1",1,1.991,NA
"3469","SI_212","2015-11-24","23:24:57",1448403871121,2,197928,3,3,7,16,7,14,4,11,15,2,NA,"2,6",1,1.163,NA
"3470","SI_212","2015-11-24","23:25:09",1448403871121,2,213778,4,4,7,3,8,1,6,7,10,14,NA,"9,4",1,5.012,NA
"3471","SI_212","2015-11-24","23:25:24",1448403871121,2,227077,5,5,7,15,2,11,8,3,10,6,NA,"4,6",1,2.464,NA
"3472","SI_212","2015-11-24","23:25:38",1448403871121,2,241229,6,6,7,3,7,11,4,13,15,14,NA,"4,4",1,3.308,NA
"3473","SI_212","2015-11-24","23:25:52",1448403871121,2,256531,7,7,7,11,15,6,16,2,8,12,NA,"6,3",1,4.464,NA
"3474","SI_212","2015-11-24","23:26:07",1448403871121,2,268532,8,8,7,7,16,3,5,1,2,4,NA,"3,4",1,1.165,NA
"3475","SI_212","2015-11-24","23:26:19",1448403871121,2,280676,9,9,7,14,1,2,8,6,4,3,NA,"5,5",1,1.305,NA
"3476","SI_212","2015-11-24","23:26:31",1448403871121,2,292740,10,10,7,7,3,11,8,1,5,13,NA,"12,4",1,1.232,NA
"3477","SI_212","2015-11-25","22:36:43",1448487403692,3,294608,1,1,7,11,12,8,4,14,16,13,NA,"11,3",1,2.69,NA
"3478","SI_212","2015-11-25","22:36:57",1448487403692,3,307236,2,2,7,4,2,6,11,5,10,14,NA,"5,5",1,1.791,NA
"3479","SI_212","2015-11-25","22:37:09",1448487403692,3,320467,3,3,7,15,9,11,13,6,4,2,NA,"5,1",1,2.397,NA
"3480","SI_212","2015-11-25","22:37:23",1448487403692,3,333319,4,4,7,11,2,10,15,1,12,16,NA,"1,5",1,2.017,NA
"3481","SI_212","2015-11-25","22:37:35",1448487403692,3,346237,5,5,7,16,4,11,3,1,13,14,NA,"10,1",1,2.078,NA
"3482","SI_212","2015-11-25","22:37:48",1448487403692,3,358421,6,6,7,5,3,8,10,14,4,2,NA,"2,1",0,1.343,NA
"3483","SI_212","2015-11-25","22:38:01",1448487403692,3,370788,7,7,7,7,10,16,1,11,2,5,NA,"2,6",1,1.529,NA
"3484","SI_212","2015-11-25","22:38:13",1448487403692,3,386389,8,8,7,11,7,2,1,6,4,3,NA,"6,5",1,4.761,NA
"3485","SI_212","2015-11-25","22:38:29",1448487403692,3,402675,9,9,7,11,2,5,7,1,13,12,NA,"2,4",1,5.449,NA
"3486","SI_212","2015-11-25","22:38:45",1448487403692,3,417456,10,10,7,13,8,10,3,9,7,1,NA,"8,2",1,3.944,NA
"3487","SI_212","2015-11-26","08:02:54",1448521374592,2,170417,1,1,7,1,4,6,14,10,12,9,NA,"14,2",0,4.693,NA
"3488","SI_212","2015-11-26","08:03:10",1448521374592,2,183834,2,2,7,9,2,11,6,14,12,3,NA,"16,6",1,2.578,NA
"3489","SI_212","2015-11-26","08:03:23",1448521374592,2,196239,3,3,7,16,15,14,1,11,8,5,NA,"13,6",1,1.566,NA
"3490","SI_212","2015-11-26","08:03:35",1448521374592,2,208291,4,4,7,12,4,3,5,2,14,10,NA,"10,7",1,1.201,NA
"3491","SI_212","2015-11-26","08:03:48",1448521374592,2,220836,5,5,7,11,1,13,2,6,4,9,NA,"4,6",1,1.707,NA
"3492","SI_212","2015-11-26","08:04:00",1448521374592,2,232684,6,6,7,12,13,15,6,3,2,10,NA,"2,6",1,1.009,NA
"3493","SI_212","2015-11-26","08:04:12",1448521374592,2,245696,7,7,7,1,13,6,12,5,3,7,NA,"12,3",1,2.176,NA
"3494","SI_212","2015-11-26","08:04:25",1448521374592,2,258256,8,8,7,10,8,9,1,3,5,2,NA,"9,3",1,1.722,NA
"3495","SI_212","2015-11-26","08:04:37",1448521374592,2,270433,9,9,7,15,14,12,10,11,7,4,NA,"15,1",1,1.337,NA
"3496","SI_212","2015-11-26","08:04:50",1448521374592,2,282230,10,10,7,15,1,6,10,12,13,5,NA,"12,5",1,0.96,NA
"3497","SI_212","2015-11-26","12:33:50",1448537630914,1,18320,1,1,7,16,9,8,1,12,2,5,NA,"10,1",1,1.813,NA
"3498","SI_212","2015-11-26","12:34:03",1448537630914,1,30830,2,2,7,8,5,7,4,15,12,2,NA,"12,6",1,1.669,NA
"3499","SI_212","2015-11-26","12:34:16",1448537630914,1,42833,3,3,7,10,14,5,2,15,12,11,NA,"10,7",1,1.161,NA
"3500","SI_212","2015-11-26","12:34:28",1448537630914,1,55673,4,4,7,2,12,9,7,3,1,14,NA,"10,3",1,2,NA
"3501","SI_212","2015-11-26","12:34:40",1448537630914,1,69851,5,5,7,13,10,4,2,1,5,16,NA,"6,4",1,3.339,NA
"3502","SI_212","2015-11-26","12:34:55",1448537630914,1,83835,6,6,7,15,11,12,6,3,5,4,NA,"3,4",1,3.146,NA
"3503","SI_212","2015-11-26","12:35:09",1448537630914,1,95768,7,7,7,16,1,8,6,14,5,13,NA,"9,4",1,1.088,NA
"3504","SI_212","2015-11-26","12:35:21",1448537630914,1,108058,8,8,7,11,8,7,6,3,13,1,NA,"4,1",1,1.455,NA
"3505","SI_212","2015-11-26","12:35:33",1448537630914,1,124504,9,9,7,7,9,11,14,10,13,3,NA,"10,5",1,5.612,NA
"3506","SI_212","2015-11-26","12:35:49",1448537630914,1,137837,10,10,7,15,2,16,12,7,6,14,NA,"8,5",1,2.497,NA
"3507","SI_212","2015-11-26","17:05:08",1448553908336,3,297897,1,1,7,2,12,5,9,16,15,4,NA,"12,5",1,3.852,NA
"3508","SI_212","2015-11-26","17:05:23",1448553908336,3,310607,2,2,7,10,16,12,7,11,1,6,NA,"4,5",1,1.87,NA
"3509","SI_212","2015-11-26","17:05:35",1448553908336,3,323267,3,3,7,2,5,3,14,11,4,16,NA,"2,1",1,1.818,NA
"3510","SI_212","2015-11-26","17:05:48",1448553908336,3,335710,4,4,7,2,3,7,11,4,8,13,NA,"5,1",1,1.602,NA
"3511","SI_212","2015-11-26","17:06:00",1448553908336,3,351523,5,5,7,16,8,10,11,15,12,3,NA,"15,5",1,4.977,NA
"3512","SI_212","2015-11-26","17:06:16",1448553908336,3,364719,6,6,7,1,16,4,12,7,13,2,NA,"8,2",0,2.356,NA
"3513","SI_212","2015-11-26","17:06:29",1448553908336,3,378438,7,7,7,3,1,16,7,10,11,5,NA,"7,4",1,2.878,NA
"3514","SI_212","2015-11-26","17:06:43",1448553908336,3,390442,8,8,7,2,7,6,8,9,11,15,NA,"2,7",1,1.164,NA
"3515","SI_212","2015-11-26","17:06:55",1448553908336,3,403068,9,9,7,13,9,11,7,15,2,16,NA,"10,6",1,1.783,NA
"3516","SI_212","2015-11-26","17:07:08",1448553908336,3,414998,10,10,7,8,1,4,15,9,6,12,NA,"12,7",1,1.092,NA
"3517","SI_213","2015-12-16","22:47:43",1450302463141,3,302433,1,1,7,5,15,1,11,12,14,9,NA,"14,5",0,6.816,NA
"3518","SI_213","2015-12-16","22:48:00",1450302463141,3,314944,2,2,7,1,11,12,4,3,5,13,NA,"14,6",1,1.665,NA
"3519","SI_213","2015-12-16","22:48:13",1450302463141,3,327727,3,3,7,14,3,12,6,2,5,7,NA,"12,3",1,1.934,NA
"3520","SI_213","2015-12-16","22:48:26",1450302463141,3,340035,4,4,7,6,10,8,2,5,4,12,NA,"8,5",1,1.455,NA
"3521","SI_213","2015-12-16","22:48:38",1450302463141,3,353162,5,5,7,13,1,10,15,9,2,16,NA,"2,6",1,2.282,NA
"3522","SI_213","2015-12-16","22:48:51",1450302463141,3,365243,6,6,7,15,1,11,14,8,3,5,NA,"3,6",1,1.237,NA
"3523","SI_213","2015-12-16","22:49:03",1450302463141,3,379962,7,7,7,9,15,14,1,12,3,2,NA,"12,5",1,3.874,NA
"3524","SI_213","2015-12-16","22:49:18",1450302463141,3,393693,8,8,7,12,13,11,8,9,2,3,NA,"12,3",1,2.887,NA
"3525","SI_213","2015-12-16","22:49:32",1450302463141,3,406178,9,9,7,8,1,9,3,5,7,14,NA,"1,7",1,1.634,NA
"3526","SI_213","2015-12-16","22:49:44",1450302463141,3,418711,10,10,7,16,10,15,7,11,8,9,NA,"16,1",1,1.689,NA
"3527","SI_213","2015-12-17","06:36:19",1450330579642,3,296766,1,1,7,6,9,4,13,12,1,7,NA,"4,3",1,2.326,NA
"3528","SI_213","2015-12-17","06:36:32",1450330579642,3,310502,2,2,7,10,14,5,3,15,4,8,NA,"15,5",1,2.885,NA
"3529","SI_213","2015-12-17","06:36:46",1450330579642,3,322928,3,3,7,15,5,7,10,16,1,6,NA,"8,6",1,1.574,NA
"3530","SI_213","2015-12-17","06:36:58",1450330579642,3,335136,4,4,7,2,10,11,14,13,4,6,NA,"15,1",1,1.348,NA
"3531","SI_213","2015-12-17","06:37:11",1450330579642,3,349061,5,5,7,6,9,14,11,1,4,7,NA,"1,5",1,3.078,NA
"3532","SI_213","2015-12-17","06:37:25",1450330579642,3,362318,6,6,7,7,8,15,1,3,6,4,NA,"10,3",1,2.41,NA
"3533","SI_213","2015-12-17","06:37:38",1450330579642,3,375528,7,7,7,8,15,16,12,1,14,5,NA,"12,4",1,2.363,NA
"3534","SI_213","2015-12-17","06:37:51",1450330579642,3,387994,8,8,7,8,5,16,3,12,10,4,NA,"8,1",0,1.623,NA
"3535","SI_213","2015-12-17","06:38:04",1450330579642,3,403344,9,9,7,16,4,10,12,3,2,8,NA,"12,3",1,4.506,NA
"3536","SI_213","2015-12-17","06:38:19",1450330579642,3,415710,10,10,7,16,1,9,8,5,13,14,NA,"15,4",0,1.519,NA
"3537","SI_213","2015-12-17","12:34:45",1450352085105,1,19443,1,1,7,4,10,5,9,1,3,12,NA,"3,6",0,2.943,NA
"3538","SI_213","2015-12-17","12:34:58",1450352085105,1,32214,2,2,7,7,1,12,14,13,15,5,NA,"11,2",1,1.911,NA
"3539","SI_213","2015-12-17","12:35:11",1450352085105,1,49684,3,3,7,12,10,8,15,3,6,14,NA,"15,4",1,6.623,NA
"3540","SI_213","2015-12-17","12:35:29",1450352085105,1,65747,4,4,7,15,16,12,14,13,5,1,NA,"15,1",1,5.205,NA
